NVTX Range,Style,PID,TID,NVTX Inst,Kern Inst,Total Time (ns),Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Kernel Name
,,1608884,1610556,0,5376,128464805,23896.0,6432.0,2336,134304,36315.9,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<bool, bool, bool, at::native::binary_internal::MulFunctor<bool>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
,,1608884,1610556,0,189,127671221,675509.1,229281.0,166753,15973543,1752461.3,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_nn
,,1608884,1610556,0,256,125049286,488473.8,182336.5,47968,2024315,623221.8,void cutlass::Kernel2<cutlass_75_tensorop_f16_s1688gemm_f16_64x64_tn_align1>(T1::Params)
,,1608884,1610556,0,16,107828938,6739308.6,6735886.5,6727340,6782955,12146.5,"void at::native::<unnamed>::cunn_SoftMaxForward<(int)8, c10::Half, float, float, at::native::<unnamed>::SoftMaxForwardEpilogue>(T4 *, const T2 *, int)"
,,1608884,1610556,0,576,107758394,187080.5,110480.0,33984,1225533,262178.2,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_tn
,,1608884,1610556,0,224,106651577,476123.1,444544.0,277216,724831,147771.1,ampere_fp16_s16816gemm_fp16_128x256_ldg8_f2f_stages_64x3_tn
,,1608884,1610556,0,608,100403926,165138.0,110816.0,28160,747999,180497.9,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_32x5_nn
,,1608884,1610556,0,1315,79913543,60770.8,12224.0,4192,1468288,174494.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
,,1608884,1610556,0,256,78736678,307565.1,127056.0,32224,1247964,381251.6,void cutlass::Kernel2<cutlass_75_tensorop_f16_s1688gemm_f16_64x64_nn_align1>(T1::Params)
,,1608884,1610556,0,768,74911233,97540.7,23648.0,5248,1590586,246147.4,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<c10::Half>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
,,1608884,1610556,0,3088,64245577,20804.9,14688.0,4640,90208,17503.7,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
,,1608884,1610556,0,3072,61995207,20180.7,14592.0,4032,90752,17788.5,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
,,1608884,1610556,0,512,59019525,115272.5,43408.5,5984,755614,182015.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
,,1608884,1610556,0,768,55371122,72097.8,53120.0,18560,233120,52567.9,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
,,1608884,1610556,0,16,48578973,3036185.8,2418596.0,858179,7713989,1934316.5,"void at::native::<unnamed>::cunn_SoftMaxBackward<(int)4, float, float, float, at::native::<unnamed>::LogSoftMaxBackwardEpilogue>(T2 *, const T4 *, const T4 *, long)"
,,1608884,1610556,0,128,43444260,339408.3,162912.0,54721,1219548,368003.0,void cutlass::Kernel2<cutlass_75_tensorop_f16_s1688gemm_f16_256x128_nt_align1>(T1::Params)
,,1608884,1610556,0,16,39039665,2439979.1,2440665.0,2429304,2446265,3938.1,"void at::native::<unnamed>::cunn_SoftMaxBackward<(int)4, c10::Half, float, float, at::native::<unnamed>::SoftMaxBackwardEpilogue>(T2 *, const T4 *, const T4 *, long)"
,,1608884,1610556,0,160,36038474,225240.5,225217.0,166817,338945,61662.1,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_64x3_tn
,,1608884,1610556,0,2560,35712515,13950.2,9088.0,2752,62528,13258.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::Half>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
,,1608884,1610556,0,128,34987548,273340.2,197008.0,53728,652864,239465.7,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_32x1_tn_align2>(T1::Params)
,,1608884,1610556,0,1040,32942024,31675.0,25696.0,9184,98816,21405.9,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
,,1608884,1610556,0,128,31267418,244276.7,101264.5,28864,986013,302250.8,void cutlass::Kernel2<cutlass_75_tensorop_f16_s1688gemm_f16_64x64_nt_align1>(T1::Params)
,,1608884,1610556,0,16,30655743,1915983.9,1510707.0,475810,4948719,1271514.7,"void <unnamed>::indexing_backward_kernel<c10::Half, (int)4>(const long *, const long *, const T1 *, T1 *, long, long, long, long, bool)"
,,1608884,1610556,0,48,27870852,580642.8,553327.5,390624,799807,167726.5,"void <unnamed>::softmax_warp_backward<float, c10::Half, float, (int)10, (bool)0, (bool)0, (int)32>(T2 *, const T1 *, const T1 *, int, int, int, const bool *)"
,,1608884,1610556,0,67,21584482,322156.4,205697.0,203425,3366024,554399.8,ampere_fp16_s16816gemm_fp16_128x256_ldg8_f2f_stages_64x3_nn
,,1608884,1610556,0,48,20719115,431648.2,417344.0,317856,561119,99650.1,"void <unnamed>::softmax_warp_forward<c10::Half, float, float, (int)10, (bool)0, (bool)0, (int)32>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
,,1608884,1610556,0,256,18675050,72949.4,55744.0,22336,229888,51747.5,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_backward_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(c10::Half, c10::Half) (instance 1)], std::array<char *, (unsigned long)3>>(int, T2, T3)"
,,1608884,1610556,0,3603,16508418,4581.9,1824.0,1280,917279,41635.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
,,1608884,1610556,0,512,15431908,30140.4,21328.5,8224,133951,26478.7,"void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
,,1608884,1610556,0,80,14930774,186634.7,168256.5,108768,284352,60109.7,"void <unnamed>::softmax_warp_backward<float, c10::Half, float, (int)9, (bool)0, (bool)0, (int)32>(T2 *, const T1 *, const T1 *, int, int, int, const bool *)"
,,1608884,1610556,0,528,13273223,25138.7,22768.0,9376,60736,11545.9,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4, (int)4>>(T3)"
,,1608884,1610556,0,256,13127866,51280.7,39232.0,16192,155295,34949.8,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 5)]::operator ()() const::[lambda(c10::Half) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
,,1608884,1610556,0,1056,13119713,12424.0,4208.0,1888,83615,17966.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
,,1608884,1610556,0,528,11818597,22383.7,17168.0,8640,65728,14226.1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
,,1608884,1610556,0,5376,11504078,2139.9,2080.0,1632,3072,272.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::bitwise_not_kernel_cuda(at::TensorIteratorBase &)::[lambda(bool) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
,,1608884,1610556,0,512,11459453,22381.7,12592.0,5728,84352,20445.9,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
,,1608884,1610556,0,5376,11089590,2062.8,2016.0,1664,2720,166.4,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<bool, bool, bool, at::native::logical_or_kernel_cuda(at::TensorIterator &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(bool, bool) (instance 1)]>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
,,1608884,1610556,0,1041,11030463,10596.0,4128.0,2208,728030,49447.3,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::Half>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
,,1608884,1610556,0,64,10951389,171115.5,171168.0,114880,228575,55219.4,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_f16_64x128_64x3_nn_align2>(T1::Params)
,,1608884,1610556,0,80,10385098,129813.7,123088.5,85568,185696,34126.4,"void <unnamed>::softmax_warp_forward<c10::Half, float, float, (int)9, (bool)0, (bool)0, (int)32>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
,,1608884,1610556,0,1024,9893407,9661.5,7008.0,4352,42720,8047.4,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
,,1608884,1610556,0,512,9511463,18577.1,13840.0,9248,62464,12889.9,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4, (int)4>>(T3)"
,,1608884,1610556,0,64,8026424,125412.9,111920.5,28608,249121,98761.1,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x5_nn_align8>(T1::Params)
,,1608884,1610556,0,256,7775560,30373.3,24640.0,10240,84256,18146.5,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<c10::Half, at::native::func_wrapper_t<c10::Half, at::native::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, (int)4, (int)8>>(T3)"
,,1608884,1610556,0,112,7572541,67612.0,47392.5,16800,170720,49827.5,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize192x128x32_stage3_warpsize4x2x1_tensor16x8x16_execute_kernel__5x_cublas
,,1608884,1610556,0,192,6261077,32609.8,24336.0,17088,67616,17813.9,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize96x128x32_stage4_warpsize2x2x1_tensor16x8x16_execute_kernel__5x_cublas
,,1608884,1610556,0,96,6058588,63110.3,61776.5,35328,91904,20463.4,"void <unnamed>::softmax_warp_backward<float, c10::Half, float, (int)8, (bool)0, (bool)0, (int)32>(T2 *, const T1 *, const T1 *, int, int, int, const bool *)"
,,1608884,1610556,0,64,5885409,91959.5,71536.0,26720,199552,69954.3,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_f16_256x64_32x4_nt_align2>(T1::Params)
,,1608884,1610556,0,64,5824642,91010.0,71184.0,27456,195008,68277.5,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_f16_64x256_32x4_nt_align2>(T1::Params)
,,1608884,1610556,0,32,5457012,170531.6,170353.0,167905,172417,1053.7,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize160x128x32_stage3_warpsize2x2x1_tensor16x8x16_execute_kernel__5x_cublas
,,1608884,1610556,0,64,5367398,83865.6,83904.5,82976,84832,512.3,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(T1::Params)
,,1608884,1610556,0,96,4964944,51718.2,44800.0,44224,66721,10036.2,sm80_xmma_gemm_f16f16_f16f32_f32_tn_n_tilesize96x128x32_stage4_warpsize2x2x1_tensor16x8x16_execute_kernel__5x_cublas
,,1608884,1610556,0,96,4427119,46115.8,45536.0,28352,62720,12184.5,"void <unnamed>::softmax_warp_forward<c10::Half, float, float, (int)8, (bool)0, (bool)0, (int)32>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
,,1608884,1610556,0,64,4384995,68515.5,68320.0,33536,104096,34194.6,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x5_tn_align8>(T1::Params)
,,1608884,1610556,0,256,4285158,16738.9,15088.0,8896,35392,6213.9,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<c10::Half, at::native::func_wrapper_t<c10::Half, at::native::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, (int)4, (int)8>>(T3)"
,,1608884,1610556,0,192,3612368,18814.4,18464.0,17952,21152,783.7,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_64x4_tn
,,1608884,1610556,0,96,2965573,30891.4,30880.0,30336,31552,238.6,ampere_fp16_s16816gemm_fp16_128x128_ldg8_f2f_stages_64x3_tn
,,1608884,1610556,0,64,2823554,44118.0,44624.0,34945,52320,6685.7,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_tn_align8>(T1::Params)
,,1608884,1610556,0,32,2740645,85645.2,85648.0,84960,86177,304.2,sm80_xmma_gemm_f16f16_f16f32_f32_tn_n_tilesize128x128x32_stage4_warpsize2x2x1_tensor16x8x16_execute_kernel__5x_cublas
,,1608884,1610556,0,64,2556260,39941.6,39744.0,21216,59392,18426.9,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nn_align8>(T1::Params)
,,1608884,1610556,0,32,2499811,78119.1,77456.0,73056,85600,3469.5,ampere_fp16_s16816gemm_fp16_64x128_sliced1x2_ldg8_f2f_stages_64x3_nn
,,1608884,1610556,0,32,2302788,71962.1,71968.0,71328,72416,199.1,sm80_xmma_gemm_f16f16_f16f32_f32_tn_n_tilesize160x128x32_stage4_warpsize2x2x1_tensor16x8x16_execute_kernel__5x_cublas
,,1608884,1610556,0,64,2171271,33926.1,33840.0,28032,40064,5395.5,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_f16_64x64_32x6_nn_align2>(T1::Params)
,,1608884,1610556,0,48,2051524,42740.1,30144.0,25632,74624,20275.0,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x256_32x4_nt_align8>(T1::Params)
,,1608884,1610556,0,64,1896933,29639.6,28992.0,25888,36897,3288.4,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x256_32x4_nn_align8>(T1::Params)
,,1608884,1610556,0,32,1794116,56066.1,56064.0,55808,56384,144.5,ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn
,,1608884,1610556,0,32,1466818,45838.1,45744.5,45312,46496,292.7,sm80_xmma_gemm_f16f16_f16f32_f32_tn_n_tilesize192x128x32_stage3_warpsize4x2x1_tensor16x8x16_execute_kernel__5x_cublas
,,1608884,1610556,0,528,1315619,2491.7,2560.0,1728,3104,278.2,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 2)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
,,1608884,1610556,0,16,1241280,77580.0,76992.0,74848,80864,1914.3,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_nt_align8>(T1::Params)
,,1608884,1610556,0,32,1194113,37316.0,37072.0,35520,39296,966.1,ampere_fp16_s16816gemm_fp16_64x64_ldg8_f2f_tn
,,1608884,1610556,0,512,1192737,2329.6,2336.0,1824,2880,189.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
,,1608884,1610556,0,512,1157662,2261.1,2272.0,1824,2560,107.3,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
,,1608884,1610556,0,32,1004418,31388.1,31552.5,25632,36960,4302.8,ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_32x6_nt
,,1608884,1610556,0,32,819683,25615.1,25584.5,25056,26368,327.0,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize160x128x32_stage4_warpsize2x2x1_tensor16x8x16_execute_kernel__5x_cublas
,,1608884,1610556,0,32,717441,22420.0,22416.0,22080,23168,204.1,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align2>(T1::Params)
,,1608884,1610556,0,32,697250,21789.1,21792.0,21248,22528,410.0,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_tn_align2>(T1::Params)
,,1608884,1610556,0,16,387556,24222.3,24192.5,24033,24576,140.9,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_32x1_nt_align2>(T1::Params)
,,1608884,1610556,0,16,291201,18200.1,18208.0,18080,18337,82.3,"void <unnamed>::softmax_warp_forward<c10::Half, float, float, (int)7, (bool)0, (bool)0, (int)32>(T2 *, const T1 *, int, int, int, const bool *, int, bool)"
,,1608884,1610556,0,16,289987,18124.2,18064.5,17728,18496,225.9,"void <unnamed>::softmax_warp_backward<float, c10::Half, float, (int)7, (bool)0, (bool)0, (int)32>(T2 *, const T1 *, const T1 *, int, int, int, const bool *)"
,,1608884,1610556,0,16,256736,16046.0,16080.0,15776,16256,158.1,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_f16_128x64_64x3_nt_align2>(T1::Params)
,,1608884,1610556,0,26,84416,3246.8,3280.0,2784,3712,224.0,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::BUnaryFunctor<long, long, long, at::native::remainder_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long, long) (instance 1)]>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
,,1608884,1610556,0,16,77824,4864.0,4832.0,4608,5216,166.9,"void at::native::<unnamed>::write_indices<long>(long *, at::native::<unnamed>::TensorDims<T1>, int, T1, long *, long)"
,,1608884,1610556,0,32,73888,2309.0,2304.0,1888,2720,165.2,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::AUnaryFunctor<long, long, long, at::native::binary_internal::MulFunctor<long>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
,,1608884,1610556,0,16,71680,4480.0,4480.0,3840,5024,287.4,"void at::native::<unnamed>::nll_loss_backward_no_reduce_cuda_kernel<float, long>(int, const T2 *, torch::headeronly::detail::GenericPackedTensorAccessor<torch::headeronly::detail::TensorAccessor<c10::ArrayRef<long>, const T1, (unsigned long)0, torch::headeronly::DefaultPtrTraits, long>, at::detail::IndexBoundsCheck<(unsigned long)1, long>, const T1, (unsigned long)1, torch::headeronly::DefaultPtrTraits, long>, torch::headeronly::detail::GenericPackedTensorAccessor<torch::headeronly::detail::TensorAccessor<c10::ArrayRef<long>, T1, (unsigned long)1, torch::headeronly::DefaultPtrTraits, long>, at::detail::IndexBoundsCheck<(unsigned long)2, long>, T1, (unsigned long)2, torch::headeronly::DefaultPtrTraits, long>, const T1 *, long, long)"
,,1608884,1610556,0,16,53056,3316.0,3376.0,2848,3488,182.5,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
,,1608884,1610556,0,16,50240,3140.0,3168.0,2784,3456,192.0,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::BUnaryFunctor<long, long, long, at::native::binary_internal::div_trunc_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long, long) (instance 1)]>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
,,1608884,1610556,0,16,39360,2460.0,2464.0,2208,2688,123.0,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctor_add<long>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
,,1608884,1610556,0,16,30144,1884.0,1856.0,1824,2016,57.1,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"
,,1608884,1610556,0,6,17664,2944.0,2928.0,2848,3072,75.7,"void at::native::unrolled_elementwise_kernel<at::native::BUnaryFunctor<long, long, long, at::native::remainder_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long, long) (instance 1)]>, std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T4, T5, T6, T7)"
,,1608884,1618515,0,2,169344,84672.0,84672.0,73632,95712,15612.9,"void batched_svd_parallel_jacobi_32x16<double, double>(int, int, int, int, T1 *, unsigned long, int, T2 *, T1 *, unsigned long, int, T1 *, unsigned long, int, T2, int, int *, T2, int, int *, int, T2)"
,,1608884,1618515,0,2,129216,64608.0,64608.0,64064,65152,769.3,"void batched_svd_parallel_jacobi_32x16<float, float>(int, int, int, int, T1 *, unsigned long, int, T2 *, T1 *, unsigned long, int, T1 *, unsigned long, int, T2, int, int *, T2, int, int *, int, T2)"
,,1608884,1618515,0,2,43328,21664.0,21664.0,20448,22880,1719.7,"void kernel<getrf_wo_pivot_params_<double, (int)0, (int)256, (int)1, (int)64, (int)64, (int)68, (int)16, (int)1, (int)1>>(int, int, void *, int, void *, int, int, int, int, int, int *)"
,,1608884,1618515,0,28,37632,1344.0,1344.0,1248,1696,85.3,"copy_info_kernel(int, int *)"
